#danRer7.ensGene.name	danRer7.ensGene.chrom	danRer7.ensGene.strand	danRer7.ensGene.txStart	danRer7.ensGene.txEnd	danRer7.ensGene.cdsStart	danRer7.ensGene.cdsEnd	danRer7.ensGene.exonCount	danRer7.ensGene.exonStarts	danRer7.ensGene.exonEnds	danRer7.ensGene.name2	danRer7.ensemblToGeneName.value	danRer7.geneSymbol
ENSDART00000144664	chr24	-	24719169	24722832	24722832	24722832	2	24719169,24722122,	24719234,24722832,	ENSDARG00000001829	zgc:112982	zgc:112982
ENSDART00000080602	chr24	-	24728718	24770878	24732266	24770878	18	24728718,24729010,24732259,24733636,24734836,24735007,24737599,24738666,24739929,24743849,24744172,24746561,24746815,24753512,24754546,24763515,24767291,24770850,	24728827,24729991,24732510,24733763,24734915,24735055,24737704,24738847,24740062,24744073,24744297,24746692,24746911,24753605,24754649,24763679,24767360,24770878,	ENSDARG00000045316	map7d2b	map7d2b
ENSDART00000140170	chr24	-	24728719	24771149	24732266	24763572	16	24728719,24732259,24733636,24734836,24735007,24737599,24738666,24739929,24743849,24744172,24746561,24746815,24754546,24763515,24767291,24770850,	24729991,24732510,24733763,24734915,24735055,24737704,24738847,24740062,24744073,24744297,24746698,24746911,24754649,24763679,24767360,24771149,	ENSDARG00000045316	map7d2b	map7d2b
ENSDART00000143625	chr24	-	24743849	24771058	24771058	24771058	5	24743849,24744172,24746561,24767287,24770850,	24744073,24744297,24746648,24767360,24771058,	ENSDARG00000045316	map7d2b	map7d2b
ENSDART00000139369	chr24	-	24772935	24776423	24773200	24776282	6	24772935,24773464,24775233,24775467,24775667,24776266,	24773316,24773546,24775284,24775571,24775751,24776423,	ENSDARG00000057912	eif1axb	eif1axb
ENSDART00000134631	chr24	-	24774917	24776410	24776410	24776410	4	24774917,24775467,24775667,24776266,	24775284,24775571,24775751,24776410,	ENSDARG00000057912	eif1axb	eif1axb
ENSDART00000127842	chr24	+	24778861	24785589	24779032	24783534	2	24778861,24782550,	24779323,24785589,	ENSDARG00000087483	ZNF768	ZNF768
ENSDART00000130057	chr24	-	24788806	24879370	24792552	24879370	22	24788806,24794946,24795371,24797263,24797430,24799067,24801321,24802215,24802436,24805157,24805684,24806128,24808712,24810184,24812261,24818364,24818629,24818803,24822732,24824934,24870396,24879307,	24792675,24795087,24795489,24797340,24797592,24799226,24801411,24802341,24802561,24805260,24805749,24806217,24808783,24810327,24812299,24818471,24818709,24818884,24822814,24825051,24870456,24879370,	ENSDARG00000057927	rps6ka3b	rps6ka3b
ENSDART00000135060	chr24	-	24791699	24879577	24792552	24879370	21	24791699,24794946,24795371,24797263,24797430,24799067,24802215,24802436,24805157,24805684,24806128,24808712,24810184,24812261,24818364,24818629,24818803,24822732,24824934,24870396,24879307,	24792675,24795087,24795489,24797340,24797592,24799226,24802341,24802561,24805260,24805749,24806217,24808783,24810327,24812299,24818471,24818709,24818884,24822814,24825051,24870456,24879577,	ENSDARG00000057927	rps6ka3b	rps6ka3b
ENSDART00000066648	chr24	-	24792520	24879577	24792520	24870426	22	24792520,24792576,24794946,24795371,24797263,24797430,24799067,24802215,24802436,24805157,24805684,24806128,24808712,24810184,24812261,24818364,24818629,24818803,24822732,24824934,24870396,24879307,	24792574,24792675,24795087,24795489,24797340,24797592,24799226,24802341,24802561,24805260,24805749,24806217,24808783,24810327,24812299,24818471,24818709,24818884,24822814,24825051,24870456,24879577,	ENSDARG00000057927	rps6ka3b	rps6ka3b
ENSDART00000018420	chr24	-	24881396	24889754	24881866	24889694	11	24881396,24882700,24882976,24883191,24884048,24884294,24884470,24885612,24886966,24887394,24889637,	24882031,24882809,24883044,24883263,24884204,24884387,24884562,24885739,24887140,24887463,24889754,	ENSDARG00000010555	pdha1b	pdha1b
ENSDART00000123299	chr24	-	24881398	24889694	24881866	24889694	12	24881398,24882700,24882976,24883191,24884048,24884294,24884470,24885612,24886966,24887394,24889206,24889637,	24882031,24882809,24883044,24883263,24884204,24884387,24884562,24885739,24887140,24887463,24889227,24889694,	ENSDARG00000010555	pdha1b	pdha1b
ENSDART00000146482	chr24	-	24884513	24889740	24884513	24889694	6	24884513,24885612,24886966,24887394,24889206,24889637,	24884562,24885739,24887140,24887463,24889227,24889740,	ENSDARG00000010555	pdha1b	pdha1b
ENSDART00000116338	chr24	+	25063579	25063696	25063696	25063696	1	25063579,	25063696,	ENSDARG00000081423	dre-mir-124-3	dre-mir-124-3
ENSDART00000147658	chr24	+	25069288	25071294	25069702	25070488	1	25069288,	25071294,	ENSDARG00000058039	bhlhe22	bhlhe22
ENSDART00000080840	chr24	+	25069505	25071293	25069771	25070488	1	25069505,	25071293,	ENSDARG00000058039	bhlhe22	bhlhe22
ENSDART00000127044	chr24	-	25309727	25332181	25310634	25329055	8	25309727,25310825,25312602,25312984,25313189,25322886,25328893,25332010,	25310651,25310904,25312677,25313101,25313379,25322978,25329102,25332181,	ENSDARG00000013861	armc1	armc1
ENSDART00000012399	chr24	-	25309967	25332232	25310712	25329055	7	25309967,25312602,25312984,25313189,25322886,25328893,25332010,	25310904,25312677,25313101,25313379,25322978,25329102,25332232,	ENSDARG00000013861	armc1	armc1
ENSDART00000144574	chr24	+	25334903	25337072	25335488	25337044	5	25334903,25335422,25335601,25336615,25336812,	25334998,25335524,25335703,25336734,25337072,	ENSDARG00000045304	mtfr1	mtfr1
ENSDART00000144805	chr24	+	25334905	25338918	25338918	25338918	7	25334905,25335422,25335601,25336216,25336615,25336812,25338866,	25334998,25335524,25335703,25336254,25336734,25337039,25338918,	ENSDARG00000045304	mtfr1	mtfr1
ENSDART00000066628	chr24	+	25334918	25341203	25335488	25339494	8	25334918,25335422,25335601,25336615,25336812,25338866,25339200,25339446,	25334998,25335524,25335703,25336734,25337039,25339116,25339375,25341203,	ENSDARG00000045304	mtfr1	mtfr1
ENSDART00000137436	chr24	+	25334939	25338894	25338894	25338894	8	25334939,25335422,25335601,25336054,25336216,25336615,25336812,25338866,	25334998,25335524,25335703,25336100,25336254,25336734,25337039,25338894,	ENSDARG00000045304	mtfr1	mtfr1
ENSDART00000130077	chr24	+	25335488	25339494	25335488	25339494	9	25335488,25335601,25336615,25336812,25338153,25338866,25338952,25339200,25339446,	25335524,25335703,25336734,25337039,25338222,25338889,25339116,25339375,25339494,	ENSDARG00000045304	mtfr1	mtfr1
ENSDART00000138741	chr24	-	25341254	25405403	25342735	25404495	13	25341254,25346034,25346197,25346942,25348455,25348634,25348859,25350356,25351254,25351470,25353892,25358663,25404357,	25342959,25346115,25346294,25347087,25348547,25348766,25348960,25350452,25351318,25351622,25353982,25358724,25405403,	ENSDARG00000045305	pde7a	pde7a
ENSDART00000124317	chr24	-	25341255	25404495	25342735	25404495	14	25341255,25346034,25346197,25346942,25348455,25348634,25348859,25350356,25351254,25351470,25353892,25355087,25358663,25404357,	25342959,25346115,25346294,25347087,25348547,25348766,25348960,25350452,25351318,25351622,25353982,25355132,25358724,25404495,	ENSDARG00000045305	pde7a	pde7a
ENSDART00000146570	chr24	-	25351236	25404643	25351236	25404495	4	25351236,25351470,25358663,25404357,	25351318,25351622,25358724,25404643,	ENSDARG00000045305	pde7a	pde7a
ENSDART00000144791	chr24	-	25351477	25404531	25351477	25404495	6	25351477,25353892,25354528,25355087,25358663,25404357,	25351622,25353982,25354561,25355132,25358724,25404531,	ENSDARG00000045305	pde7a	pde7a
ENSDART00000080969	chr24	+	25439674	25454551	25439888	25454192	8	25439674,25440730,25443344,25447158,25448266,25449310,25449412,25454037,	25440008,25440900,25443522,25447254,25448500,25449333,25449537,25454551,	ENSDARG00000058158	trim55b	trim55b
ENSDART00000038290	chr24	-	25455630	25457068	25456070	25456559	2	25455630,25456940,	25456581,25457068,	ENSDARG00000027657	crhb	crhb
ENSDART00000133649	chr24	-	25455790	25457039	25456070	25456559	2	25455790,25456899,	25456581,25457039,	ENSDARG00000027657	crhb	crhb
ENSDART00000145712	chr24	-	25456258	25489944	25456258	25456559	2	25456258,25489858,	25456592,25489944,	ENSDARG00000027657	crhb	crhb
ENSDART00000065288	chr24	+	25531113	25543797	25531216	25543670	8	25531113,25533753,25538755,25538957,25539188,25539339,25542139,25543457,	25531255,25533853,25538872,25539109,25539267,25539482,25542328,25543797,	ENSDARG00000058162	pcyt1ba	pcyt1ba
ENSDART00000066631	chr24	-	25569846	25590995	25570338	25590820	8	25569846,25575485,25575688,25584189,25585365,25587099,25587363,25590744,	25570493,25575591,25575835,25584301,25585524,25587173,25587515,25590995,	ENSDARG00000045306	slc51a	slc51a
ENSDART00000144961	chr24	-	25584283	25590905	25590905	25590905	4	25584283,25585365,25587099,25590744,	25584301,25585524,25587515,25590905,	ENSDARG00000045306	slc51a	slc51a
ENSDART00000144458	chr24	+	25591082	25601050	25601050	25601050	2	25591082,25600409,	25591192,25601050,	ENSDARG00000092334	si:dkey-11p10.7	si:dkey-11p10.7
ENSDART00000136860	chr24	-	25597092	25612559	25600105	25612559	13	25597092,25600101,25600226,25600451,25600717,25603039,25606823,25607039,25607166,25608692,25609035,25611771,25612383,	25597394,25600149,25600342,25600544,25600844,25603172,25606944,25607072,25607236,25608813,25609130,25611798,25612559,	ENSDARG00000058178	ZDHHC20 (2 of 2)	ZDHHC20 (2 of 2)
ENSDART00000080997	chr24	-	25600105	25612597	25600105	25612597	12	25600105,25600226,25600451,25600717,25603039,25606823,25607039,25607166,25608692,25609035,25611771,25612383,	25600149,25600342,25600544,25600844,25603172,25606944,25607072,25607236,25608813,25609130,25611798,25612597,	ENSDARG00000058178	ZDHHC20 (2 of 2)	ZDHHC20 (2 of 2)
ENSDART00000019350	chr24	-	25616158	25638191	25616723	25637873	13	25616158,25620632,25627841,25631372,25631538,25631742,25631907,25633794,25633938,25634218,25636153,25636301,25637778,	25616893,25620716,25628043,25631455,25631657,25631822,25632082,25633860,25634101,25634491,25636183,25636465,25638191,	ENSDARG00000033965	nupl1	nupl1
ENSDART00000122997	chr24	-	25616160	25637873	25616723	25637873	14	25616160,25616684,25620632,25627841,25631372,25631538,25631742,25631907,25633794,25633938,25634218,25636153,25636301,25637778,	25616582,25616893,25620716,25628043,25631455,25631657,25631822,25632082,25633860,25634101,25634491,25636186,25636465,25637873,	ENSDARG00000033965	nupl1	nupl1
ENSDART00000144336	chr24	-	25616264	25631971	25631971	25631971	6	25616264,25627841,25631372,25631538,25631742,25631907,	25616893,25628043,25631455,25631657,25631822,25631971,	ENSDARG00000033965	nupl1	nupl1
ENSDART00000126395	chr24	-	25626656	25638121	25627431	25637873	12	25626656,25628014,25631372,25631538,25631742,25631907,25633794,25633938,25634218,25636153,25636301,25637778,	25627468,25628043,25631455,25631657,25631822,25632082,25633860,25634101,25634491,25636183,25636465,25638121,	ENSDARG00000033965	nupl1	nupl1
ENSDART00000135757	chr24	-	25631372	25634047	25634047	25634047	5	25631372,25631742,25631907,25633794,25633938,	25631657,25631822,25632082,25633860,25634047,	ENSDARG00000033965	nupl1	nupl1
ENSDART00000005845	chr24	+	25640287	25667487	25640481	25666874	14	25640287,25644363,25648960,25652004,25655412,25657115,25657330,25657538,25659945,25660151,25660613,25660880,25662823,25666553,	25640505,25644483,25649123,25652162,25655541,25657250,25657463,25657648,25660071,25660201,25660814,25661015,25662950,25667487,	ENSDARG00000016794	mtmr6	mtmr6
ENSDART00000115165	chr24	+	25677556	25680980	25677700	25679665	1	25677556,	25680980,	ENSDARG00000075222	amer2	amer2
ENSDART00000141601	chr24	-	25701246	25774668	25702650	25774364	21	25701246,25703623,25703852,25707137,25707600,25711165,25714816,25715473,25717637,25718888,25719075,25722267,25728341,25731177,25736268,25743327,25748508,25756369,25761098,25761293,25774340,	25702791,25703709,25704072,25707284,25707691,25711364,25714922,25715617,25717811,25718978,25719186,25722423,25728479,25731315,25736610,25744481,25748628,25756552,25761222,25761362,25774668,	ENSDARG00000074843	PHLDB2 (1 of 2)	PHLDB2 (1 of 2)
ENSDART00000111552	chr24	-	25701246	25774364	25702650	25774364	22	25701246,25703623,25703852,25707137,25707600,25711165,25714816,25715473,25717637,25718888,25719075,25722267,25724605,25728341,25731177,25736268,25743327,25748508,25756369,25761098,25761293,25774340,	25702791,25703709,25704072,25707284,25707691,25711364,25714922,25715617,25717811,25718978,25719186,25722423,25724734,25728479,25731315,25736610,25744481,25748628,25756552,25761222,25761362,25774364,	ENSDARG00000074843	PHLDB2 (1 of 2)	PHLDB2 (1 of 2)
ENSDART00000116772	chr24	+	25713711	25713813	25713813	25713813	1	25713711,	25713813,	ENSDARG00000081424	CR383672.1	CR383672.1
ENSDART00000152104	chr24	-	25743911	25752389	25743911	25748563	3	25743911,25748508,25752159,	25744481,25748628,25752389,	ENSDARG00000074843	PHLDB2 (1 of 2)	PHLDB2 (1 of 2)
ENSDART00000156098	chr24	+	25752280	25767665	25767665	25767665	6	25752280,25756399,25759666,25761488,25762805,25766705,	25752447,25756604,25759699,25761533,25762920,25767665,	ENSDARG00000096452	si:dkey-11p10.11	si:dkey-11p10.11
ENSDART00000152095	chr24	+	25752280	25767665	25767665	25767665	4	25752280,25756399,25762805,25766705,	25752447,25756604,25762920,25767665,	ENSDARG00000096452	si:dkey-11p10.11	si:dkey-11p10.11
ENSDART00000154988	chr24	+	25752280	25792492	25792492	25792492	13	25752280,25756399,25759666,25761298,25761488,25762805,25766705,25775303,25777831,25779106,25785120,25792024,25792228,	25752447,25756604,25759699,25761403,25761533,25762920,25766949,25775378,25778045,25779218,25785336,25792102,25792492,	ENSDARG00000096452	si:dkey-11p10.11	si:dkey-11p10.11
ENSDART00000081029	chr24	-	25781417	25794843	25781620	25794592	4	25781417,25785109,25792003,25794534,	25781774,25785351,25792470,25794843,	ENSDARG00000058200	PLCXD2	PLCXD2
ENSDART00000133444	chr24	+	25799362	25800108	25799546	25800050	2	25799362,25800049,	25799680,25800108,	ENSDARG00000091835	SH2D1B	SH2D1B
ENSDART00000129745	chr24	+	25799362	25813088	25799546	25812016	4	25799362,25811474,25811646,25811972,	25799680,25811538,25811836,25813088,	ENSDARG00000091835	SH2D1B	SH2D1B
ENSDART00000153798	chr24	-	25844328	25852585	25844539	25850602	7	25844328,25845510,25845687,25846054,25848223,25850535,25852513,	25844644,25845608,25845960,25846324,25848529,25850644,25852585,	ENSDARG00000086254	HHLA2 (3 of 4)	HHLA2 (3 of 4)
ENSDART00000121604	chr24	-	25846169	25848566	25846169	25848566	2	25846169,25848223,	25846324,25848566,	ENSDARG00000086254	HHLA2 (3 of 4)	HHLA2 (3 of 4)
ENSDART00000155765	chr24	-	25848190	25852586	25852586	25852586	2	25848190,25852513,	25848529,25852586,	ENSDARG00000086254	HHLA2 (3 of 4)	HHLA2 (3 of 4)
ENSDART00000155780	chr24	-	25852893	25864178	25853379	25863423	8	25852893,25853524,25853667,25856107,25860101,25861684,25863350,25864122,	25853444,25853581,25853775,25856428,25860380,25861918,25863448,25864178,	ENSDARG00000088680	HHLA2 (4 of 4)	HHLA2 (4 of 4)
ENSDART00000126270	chr24	-	25855930	25862131	25855930	25862131	6	25855930,25856107,25860037,25860101,25861684,25862118,	25856022,25856418,25860050,25860380,25861978,25862131,	ENSDARG00000088680	HHLA2 (4 of 4)	HHLA2 (4 of 4)
ENSDART00000129147	chr24	-	25856120	25861826	25856120	25861826	3	25856120,25860101,25861684,	25856428,25860380,25861826,	ENSDARG00000088680	HHLA2 (4 of 4)	HHLA2 (4 of 4)
ENSDART00000155714	chr24	+	25866851	25883377	25867101	25883377	7	25866851,25875013,25877611,25880229,25880533,25882965,25883218,	25867241,25875126,25877679,25880453,25880616,25883103,25883377,	ENSDARG00000030750	gabrr3b	gabrr3b
ENSDART00000081124	chr24	+	25867101	25883117	25867101	25883117	6	25867101,25875013,25877611,25880229,25880533,25882965,	25867241,25875126,25877679,25880453,25880616,25883117,	ENSDARG00000030750	gabrr3b	gabrr3b
ENSDART00000127342	chr24	-	25893806	25909760	25893806	25909760	15	25893806,25893984,25894207,25896807,25899912,25900094,25900506,25902776,25902976,25903115,25904508,25906266,25906498,25908586,25909663,	25893910,25894122,25894309,25897091,25900012,25900366,25900631,25902883,25903022,25903238,25904673,25906423,25906715,25909393,25909760,	ENSDARG00000088137	CABZ01049802.1	CABZ01049802.1
ENSDART00000129075	chr24	-	25964945	25965724	25964945	25965724	2	25964945,25965555,	25965016,25965724,	ENSDARG00000090424	camk2n2	camk2n2
ENSDART00000015391	chr24	+	25967724	25975674	25968007	25975495	12	25967724,25968546,25969144,25969404,25969604,25970162,25970342,25970688,25971412,25972938,25973233,25975312,	25968059,25968692,25969189,25969511,25969760,25970272,25970543,25970800,25971527,25973149,25973352,25975674,	ENSDARG00000019342	chrnd	chrnd
ENSDART00000080284	chr24	-	26154894	26156631	26154894	26156631	1	26154894,	26156631,	ENSDARG00000057582	KLHL34	KLHL34
ENSDART00000066625	chr24	-	26160814	26187549	26167985	26180687	5	26160814,26167975,26173401,26180648,26187292,	26162705,26168111,26173488,26180713,26187549,	ENSDARG00000045302	smpx	smpx
ENSDART00000105820	chr24	+	26197477	26210834	26197598	26209414	11	26197477,26199845,26201803,26202060,26203207,26203475,26203665,26205647,26206074,26206461,26209191,	26197673,26199994,26201942,26202164,26203335,26203594,26203846,26205742,26206270,26206537,26210834,	ENSDARG00000057577	mbtps2	mbtps2
ENSDART00000138215	chr24	+	26216398	26243605	26216455	26243605	8	26216398,26236330,26236587,26236826,26239975,26243147,26243322,26243536,	26216525,26236387,26236749,26236910,26240202,26243216,26243439,26243605,	ENSDARG00000062363	phex	phex
ENSDART00000125844	chr24	+	26216455	26254381	26216455	26253990	22	26216455,26236330,26236587,26236826,26239975,26243147,26243322,26243536,26244892,26245255,26245439,26246888,26247068,26247230,26247422,26249578,26249714,26249873,26250090,26251781,26253710,26253887,	26216525,26236387,26236749,26236910,26240202,26243216,26243439,26243620,26245035,26245349,26245568,26246990,26247146,26247334,26247481,26249633,26249782,26250004,26250156,26251886,26253787,26254381,	ENSDARG00000062363	phex	phex
ENSDART00000090010	chr24	+	26230568	26254386	26230574	26253990	22	26230568,26236330,26236587,26236826,26239975,26243147,26243322,26243536,26244892,26245255,26245439,26246888,26247068,26247230,26247422,26249578,26249714,26249873,26250090,26251781,26253710,26253887,	26230698,26236387,26236749,26236910,26240202,26243216,26243439,26243620,26245035,26245349,26245568,26246990,26247146,26247334,26247481,26249633,26249782,26250004,26250156,26251886,26253787,26254386,	ENSDARG00000062363	phex	phex
ENSDART00000136183	chr24	+	26246657	26250141	26250141	26250141	8	26246657,26247068,26247230,26247422,26249578,26249714,26249873,26250090,	26246990,26247146,26247334,26247481,26249633,26249782,26250004,26250141,	ENSDARG00000062363	phex	phex
ENSDART00000137526	chr24	-	26283254	26295447	26295447	26295447	2	26283254,26295174,	26283444,26295447,	ENSDARG00000096465	si:dkey-225n3.4	si:dkey-225n3.4
ENSDART00000152062	chr24	-	26283261	26324913	26324913	26324913	5	26283261,26307699,26315748,26319680,26324634,	26283444,26307863,26315803,26319744,26324913,	ENSDARG00000096465	si:dkey-225n3.4	si:dkey-225n3.4
ENSDART00000151915	chr24	+	26293969	26308922	26295322	26306831	4	26293969,26295195,26298897,26305179,	26294514,26295670,26299561,26308922,	ENSDARG00000018066	ptchd1	ptchd1
ENSDART00000026599	chr24	+	26295319	26306831	26295319	26306831	3	26295319,26298891,26305179,	26295670,26299561,26306831,	ENSDARG00000018066	ptchd1	ptchd1
ENSDART00000122157	chr24	-	26352483	26356842	26352483	26356842	3	26352483,26355227,26356277,	26352647,26355710,26356842,	ENSDARG00000088253	CABZ01065246.1	CABZ01065246.1
ENSDART00000105816	chr24	+	26376371	26384338	26376371	26384338	7	26376371,26376475,26378917,26379110,26381125,26384009,26384257,	26376389,26376661,26379023,26379342,26381241,26384119,26384338,	ENSDARG00000088314	CT476804.3	CT476804.3
ENSDART00000021095	chr24	+	26431768	26445940	26435048	26445276	18	26431768,26435043,26435174,26436582,26436899,26438812,26438993,26439207,26439836,26440068,26440808,26441003,26441172,26442980,26443178,26443406,26443742,26445033,	26431920,26435093,26435403,26436781,26437037,26438900,26439116,26439300,26439976,26440229,26440925,26441089,26441236,26443092,26443269,26443643,26443892,26445940,	ENSDARG00000012552	tfr1b	tfr1b
ENSDART00000089788	chr24	+	26454241	26464992	26454241	26464992	16	26454241,26455285,26455798,26456725,26457622,26457981,26458195,26458477,26460824,26461275,26461629,26461675,26462339,26462597,26464664,26464860,	26454404,26455356,26456008,26456878,26457900,26458108,26458342,26458572,26461019,26461367,26461651,26462300,26462552,26462999,26464760,26464992,	ENSDARG00000062261	CT476804.2	CT476804.2
ENSDART00000015628	chr24	-	26558509	26585443	26559642	26584044	5	26558509,26575712,26580404,26583124,26585310,	26559682,26575764,26580589,26584103,26585443,	ENSDARG00000008275	klhl24b	klhl24b
ENSDART00000132235	chr24	-	26561781	26585443	26561933	26584044	7	26561781,26564584,26568754,26575645,26580404,26583124,26585310,	26562134,26564773,26568943,26575764,26580589,26584103,26585443,	ENSDARG00000008275	klhl24b	klhl24b
ENSDART00000013211	chr24	-	26561933	26584044	26561933	26584044	6	26561933,26564584,26568754,26575645,26580404,26583124,	26562137,26564773,26568943,26575764,26580589,26584044,	ENSDARG00000008275	klhl24b	klhl24b
ENSDART00000140384	chr24	+	26803331	26806114	26803519	26805732	5	26803331,26803470,26803921,26805491,26805674,	26803383,26803589,26804024,26805569,26806114,	ENSDARG00000094511	ccl20	ccl20
ENSDART00000139184	chr24	+	26803361	26806214	26803519	26805732	4	26803361,26803921,26805491,26805674,	26803589,26804024,26805569,26806214,	ENSDARG00000094511	ccl20	ccl20
ENSDART00000137851	chr24	+	26813695	26827806	26816827	26827182	18	26813695,26816822,26816953,26818360,26818677,26820696,26820877,26821091,26821723,26821955,26822692,26822887,26823056,26824939,26825137,26825365,26825701,26826939,	26813847,26816872,26817182,26818559,26818815,26820784,26821000,26821184,26821863,26822116,26822809,26822973,26823120,26825051,26825228,26825602,26825851,26827806,	ENSDARG00000077372	tfr1b	tfr1b
ENSDART00000105809	chr24	+	26816827	26827182	26816827	26827182	17	26816827,26816953,26818360,26818677,26820696,26820877,26821091,26821723,26821955,26822692,26822887,26823056,26824939,26825137,26825365,26825701,26826939,	26816872,26817185,26818559,26818815,26820784,26821000,26821184,26821863,26822116,26822809,26822973,26823120,26825051,26825228,26825605,26825854,26827182,	ENSDARG00000077372	tfr1b	tfr1b
ENSDART00000143485	chr24	+	26832996	26846794	26836256	26846794	13	26832996,26836250,26837286,26837802,26841605,26842503,26842862,26843076,26843358,26844582,26845034,26845260,26845388,	26833149,26836419,26837357,26838009,26841758,26842781,26842989,26843223,26843453,26844777,26845126,26845305,26846794,	ENSDARG00000090646	tnk2a	tnk2a
ENSDART00000124446	chr24	+	26836238	26838039	26836238	26838039	3	26836238,26837286,26837802,	26836419,26837357,26838039,	ENSDARG00000090646	tnk2a	tnk2a
ENSDART00000089780	chr24	+	26842611	26844760	26842611	26844760	5	26842611,26842862,26843076,26843358,26844582,	26842781,26842989,26843223,26843453,26844760,	ENSDARG00000090646	tnk2a	tnk2a
ENSDART00000131017	chr24	+	26845363	26854215	26845363	26850902	4	26845363,26848370,26848564,26850895,	26846758,26848466,26848692,26854215,	ENSDARG00000090646	tnk2a	tnk2a
ENSDART00000038824	chr24	+	26930657	26992371	26930657	26992371	4	26930657,26939138,26975012,26992104,	26931174,26939467,26975246,26992371,	ENSDARG00000032246	tmtopsb	tmtopsb
ENSDART00000139017	chr24	+	26937456	26992252	26937456	26992252	4	26937456,26939138,26975012,26992104,	26937522,26939467,26975246,26992252,	ENSDARG00000032246	tmtopsb	tmtopsb
ENSDART00000117966	chr24	+	26982011	26982102	26982102	26982102	1	26982011,	26982102,	ENSDARG00000083247	dre-mir-727	dre-mir-727
ENSDART00000118784	chr24	+	26987153	26987236	26987236	26987236	1	26987153,	26987236,	ENSDARG00000081087	dre-mir-728	dre-mir-728
ENSDART00000124047	chr24	+	27037667	27075323	27037667	27075323	5	27037667,27044344,27073351,27073553,27074772,	27037707,27044427,27073470,27073786,27075323,	ENSDARG00000062228	adipoqa	adipoqa
ENSDART00000089749	chr24	+	27073406	27075454	27073462	27075323	3	27073406,27073553,27074772,	27073470,27073786,27075454,	ENSDARG00000062228	adipoqa	adipoqa
ENSDART00000128618	chr24	-	27076743	27079580	27076743	27079580	5	27076743,27076893,27078165,27078405,27079530,	27076851,27078078,27078305,27078455,27079580,	ENSDARG00000088514	and1	and1
ENSDART00000130696	chr24	-	27081115	27098977	27081223	27098867	3	27081115,27098389,27098804,	27081261,27098462,27098977,	ENSDARG00000045296	myeov2	myeov2
ENSDART00000125939	chr24	-	27099605	27100786	27099800	27100786	3	27099605,27100314,27100725,	27099988,27100338,27100786,	ENSDARG00000088268	OTOS	OTOS
ENSDART00000080113	chr24	-	27102963	27107456	27103308	27105867	5	27102963,27103622,27103794,27105750,27107392,	27103544,27103708,27103916,27105878,27107456,	ENSDARG00000057437	APOD (1 of 3)	APOD (1 of 3)
ENSDART00000125468	chr24	-	27102964	27125323	27103308	27105867	6	27102964,27103622,27103794,27105750,27107392,27125274,	27103544,27103708,27103916,27105878,27107485,27125323,	ENSDARG00000057437	APOD (1 of 3)	APOD (1 of 3)
ENSDART00000145752	chr24	+	27125619	27129899	27127785	27129899	4	27125619,27125947,27127767,27129670,	27125709,27125989,27128057,27129899,	ENSDARG00000007271	mynn	mynn
ENSDART00000145637	chr24	+	27134224	27139805	27134224	27139472	4	27134224,27134418,27135925,27139074,	27134303,27134502,27136012,27139805,	ENSDARG00000007271	mynn	mynn
ENSDART00000089756	chr24	+	27142028	27148652	27142040	27148356	10	27142028,27142218,27144589,27144751,27144928,27145133,27145309,27147704,27147939,27148140,	27142138,27142325,27144654,27144835,27145057,27145229,27145464,27147860,27148066,27148652,	ENSDARG00000062235	lrrc34	lrrc34
ENSDART00000138442	chr24	+	27142028	27144415	27144415	27144415	2	27142028,27142218,	27142138,27144415,	ENSDARG00000062235	lrrc34	lrrc34
ENSDART00000143624	chr24	-	27151297	27165473	27165473	27165473	9	27151297,27155517,27155777,27158234,27158546,27160182,27160460,27163877,27165430,	27151883,27155685,27155942,27158402,27158714,27160207,27160607,27164093,27165473,	ENSDARG00000057392	lrrc31	lrrc31
ENSDART00000080039	chr24	-	27151533	27165443	27165443	27165443	10	27151533,27155517,27155777,27158234,27158546,27158973,27160039,27160460,27163877,27165430,	27151883,27155685,27155942,27158402,27158714,27159144,27160207,27160607,27164093,27165443,	ENSDARG00000057392	lrrc31	lrrc31
ENSDART00000143411	chr24	-	27155593	27165784	27165784	27165784	7	27155593,27155777,27160145,27160460,27163877,27165430,27165662,	27155685,27155913,27160207,27160607,27164093,27165471,27165784,	ENSDARG00000057392	lrrc31	lrrc31
ENSDART00000146396	chr24	-	27155840	27159073	27159073	27159073	4	27155840,27158234,27158546,27158973,	27155942,27158402,27158714,27159073,	ENSDARG00000057392	lrrc31	lrrc31
ENSDART00000139136	chr24	-	27165385	27176140	27176140	27176140	2	27165385,27176052,	27165477,27176140,	ENSDARG00000057392	lrrc31	lrrc31
ENSDART00000125344	chr24	-	27169942	27183229	27170012	27180523	7	27169942,27172903,27173204,27174355,27174915,27179512,27183095,	27170216,27173116,27173392,27174525,27175004,27180637,27183229,	ENSDARG00000022904	skilb	skilb
ENSDART00000031426	chr24	-	27169942	27180580	27170012	27180523	6	27169942,27172903,27173204,27174355,27174915,27179512,	27170216,27173116,27173392,27174525,27175004,27180580,	ENSDARG00000022904	skilb	skilb
ENSDART00000137786	chr24	+	27176042	27208968	27176113	27208968	4	27176042,27203371,27208741,27208935,	27176140,27203575,27208831,27208968,	ENSDARG00000079167	PHC3 (2 of 2)	PHC3 (2 of 2)
