#dm3.ensGene.name	dm3.ensGene.chrom	dm3.ensGene.strand	dm3.ensGene.txStart	dm3.ensGene.txEnd	dm3.ensGene.cdsStart	dm3.ensGene.cdsEnd	dm3.ensGene.exonCount	dm3.ensGene.exonStarts	dm3.ensGene.exonEnds	dm3.ensGene.name2	dm3.ensemblToGeneName.value	dm3.geneSymbol
FBtr0075094	chr3L	-	18666572	18668526	18666617	18668442	5	18666572,18667147,18667268,18667644,18668318,	18667075,18667204,18667582,18668077,18668526,	FBgn0040322	GNBP2	GNBP2
FBtr0075097	chr3L	-	18666572	18668494	18667260	18668048	4	18666572,18667147,18667644,18668437,	18667075,18667582,18668077,18668494,	FBgn0040322	GNBP2	GNBP2
FBtr0075050	chr3L	+	18668899	18670976	18669105	18670876	4	18668899,18669395,18670244,18670678,	18669223,18670180,18670622,18670976,	FBgn0040323	GNBP1	GNBP1
FBtr0112448	chr3L	+	18673508	18673879	18673508	18673879	2	18673508,18673681,	18673628,18673879,	FBgn0085283	CG34254	CG34254
FBtr0113179	chr3L	-	18674136	18674936	18674197	18674788	1	18674136,	18674936,	FBgn0036804	Sgf11	Sgf11
FBtr0075051	chr3L	+	18675283	18675960	18675376	18675863	2	18675283,18675538,	18675477,18675960,	FBgn0052202	CG32202	CG32202
FBtr0075092	chr3L	-	18676243	18677161	18676318	18677001	2	18676243,18676979,	18676908,18677161,	FBgn0036805	Chmp1	Chmp1
FBtr0075091	chr3L	-	18677628	18679419	18677641	18679393	2	18677628,18678968,	18678791,18679419,	FBgn0036806	Cyp12c1	Cyp12c1
FBtr0334058	chr3L	-	18686451	18687052	18687052	18687052	1	18686451,	18687052,	FBgn0264719	CR43987	CR43987
FBtr0114373	chr3L	+	18687286	18688748	18687623	18688620	4	18687286,18687538,18687867,18688305,	18687484,18687687,18688241,18688748,	FBgn0036807	CG6893	CG6893
FBtr0334057	chr3L	-	18689501	18691512	18690262	18691371	4	18689501,18690666,18690863,18691169,	18690592,18690799,18691107,18691512,	FBgn0036808	Dic4	Dic4
FBtr0075090	chr3L	-	18690166	18691512	18690262	18691371	4	18690166,18690666,18690863,18691169,	18690592,18690799,18691107,18691512,	FBgn0036808	Dic4	Dic4
FBtr0334056	chr3L	-	18690166	18691512	18690719	18691371	4	18690166,18690666,18690867,18691169,	18690592,18690799,18691107,18691512,	FBgn0036808	Dic4	Dic4
FBtr0075089	chr3L	-	18714992	18716372	18715429	18716227	2	18714992,18716288,	18716233,18716372,	FBgn0036809	CG12477	CG12477
FBtr0334051	chr3L	+	18716906	18717412	18717412	18717412	1	18716906,	18717412,	FBgn0264717	CR43985	CR43985
FBtr0075053	chr3L	+	18737587	18738799	18737608	18738745	1	18737587,	18738799,	FBgn0036810	CG6885	CG6885
FBtr0075054	chr3L	+	18738955	18739723	18739002	18739588	2	18738955,18739130,	18739075,18739723,	FBgn0036811	MED11	MED11
FBtr0075088	chr3L	-	18739710	18741467	18739755	18741408	3	18739710,18740875,18741216,	18740818,18741156,18741467,	FBgn0036812	Nufip	Nufip
FBtr0304627	chr3L	-	18743706	18758844	18745845	18757485	8	18743706,18746117,18746284,18747413,18747676,18748233,18748755,18756428,	18745995,18746218,18746543,18747612,18747733,18748604,18748973,18758844,	FBgn0001078	ftz-f1	ftz-f1
FBtr0075086	chr3L	-	18744848	18794409	18745845	18791831	10	18744848,18746117,18746284,18747413,18747676,18748233,18748755,18756428,18790636,18793207,	18745995,18746218,18746543,18747612,18747733,18748604,18748973,18756962,18791955,18794409,	FBgn0001078	ftz-f1	ftz-f1
FBtr0075087	chr3L	-	18744848	18758056	18745845	18757485	8	18744848,18746117,18746284,18747413,18747676,18748233,18748755,18756428,	18745995,18746218,18746543,18747612,18747733,18748604,18748973,18758056,	FBgn0001078	ftz-f1	ftz-f1
FBtr0075084	chr3L	-	18795364	18813775	18795881	18802512	6	18795364,18796162,18796928,18797123,18812410,18813499,	18796097,18796830,18797057,18802521,18813010,18813775,	FBgn0036814	CG14073	CG14073
FBtr0332801	chr3L	-	18795364	18813775	18795881	18802512	6	18795364,18796162,18796928,18797123,18812410,18813499,	18796097,18796830,18797057,18802521,18812999,18813775,	FBgn0036814	CG14073	CG14073
FBtr0075057	chr3L	+	18814270	18815453	18814406	18815072	1	18814270,	18815453,	FBgn0036815	HipHop	HipHop
FBtr0075056	chr3L	+	18814272	18815453	18814406	18815072	2	18814272,18814406,	18814349,18815453,	FBgn0036815	HipHop	HipHop
FBtr0075058	chr3L	+	18815703	18821288	18815885	18820998	3	18815703,18819437,18820455,	18815942,18820358,18821288,	FBgn0000261	Cat	Cat
FBtr0075081	chr3L	-	18821731	18839367	18822322	18839159	9	18821731,18822678,18823375,18823939,18824192,18824410,18824594,18825046,18839135,	18822613,18823057,18823834,18824128,18824341,18824527,18824721,18825084,18839367,	FBgn0036816	Indy	Indy
FBtr0075082	chr3L	-	18821731	18834511	18822322	18825054	9	18821731,18822678,18823375,18823939,18824192,18824410,18824594,18825046,18834251,	18822613,18823057,18823834,18824128,18824341,18824527,18824721,18825084,18834511,	FBgn0036816	Indy	Indy
FBtr0075083	chr3L	-	18821731	18833616	18822322	18825054	9	18821731,18822678,18823375,18823939,18824192,18824410,18824594,18825046,18833472,	18822613,18823057,18823834,18824128,18824341,18824527,18824721,18825084,18833616,	FBgn0036816	Indy	Indy
FBtr0301857	chr3L	-	18821731	18833616	18822322	18825054	9	18821731,18822678,18823375,18823939,18824192,18824410,18824594,18825046,18833375,	18822613,18823057,18823834,18824128,18824341,18824527,18824721,18825084,18833616,	FBgn0036816	Indy	Indy
FBtr0307116	chr3L	+	18834678	18835886	18835886	18835886	3	18834678,18835313,18835445,	18835248,18835366,18835886,	FBgn0052027	CR32027	CR32027
FBtr0304506	chr3L	+	18854070	18854154	18854154	18854154	1	18854070,	18854154,	FBgn0262461	mir-315	mir-315
FBtr0304507	chr3L	+	18854081	18854103	18854103	18854103	1	18854081,	18854103,	FBgn0262461	mir-315	mir-315
FBtr0308811	chr3L	+	18856746	18858614	18856820	18858521	4	18856746,18857355,18858007,18858365,	18856887,18857694,18858303,18858614,	FBgn0036817	CG6865	CG6865
FBtr0075060	chr3L	+	18857323	18858614	18857348	18858521	3	18857323,18858007,18858365,	18857694,18858303,18858614,	FBgn0036817	CG6865	CG6865
FBtr0308812	chr3L	+	18859324	18860531	18859438	18860449	2	18859324,18859419,	18859361,18860531,	FBgn0036818	CG14074	CG14074
FBtr0075062	chr3L	+	18860870	18862319	18860979	18861904	2	18860870,18861803,	18861745,18862319,	FBgn0036819	dysb	dysb
FBtr0333708	chr3L	+	18860870	18862045	18860979	18861904	2	18860870,18861803,	18861745,18862045,	FBgn0036819	dysb	dysb
FBtr0308813	chr3L	+	18862329	18863157	18862602	18863072	4	18862329,18862526,18862806,18862976,	18862430,18862746,18862911,18863157,	FBgn0036820	CG6852	CG6852
FBtr0075063	chr3L	+	18862437	18863157	18862602	18863072	3	18862437,18862806,18862976,	18862746,18862911,18863157,	FBgn0036820	CG6852	CG6852
FBtr0075080	chr3L	-	18863144	18865653	18863778	18865584	6	18863144,18863747,18864097,18865061,18865267,18865550,	18863452,18863880,18864953,18865213,18865494,18865653,	FBgn0025807	Rad9	Rad9
FBtr0112449	chr3L	+	18863323	18863997	18863407	18863952	3	18863323,18863527,18863713,	18863470,18863660,18863997,	FBgn0085284	blos3	blos3
FBtr0112917	chr3L	-	18863995	18865653	18863995	18865584	4	18863995,18865061,18865267,18865550,	18864953,18865213,18865494,18865653,	FBgn0025807	Rad9	Rad9
FBtr0075064	chr3L	+	18865846	18871345	18866049	18870879	2	18865846,18866461,	18866278,18871345,	FBgn0014075	Ugt	Ugt
FBtr0075065	chr3L	+	18885482	18886378	18885482	18886183	3	18885482,18885840,18886048,	18885738,18885995,18886378,	FBgn0036822	CG11637	CG11637
FBtr0075076	chr3L	-	18886219	18891393	18886441	18891275	4	18886219,18887455,18891043,18891239,	18887065,18887934,18891149,18891393,	FBgn0036824	CG3902	CG3902
FBtr0091666	chr3L	-	18889288	18889556	18889556	18889556	1	18889288,	18889556,	FBgn0086661	snoRNA:Psi28S-2566	snoRNA:Psi28S-2566
FBtr0333709	chr3L	+	18891974	18893017	18892419	18892869	2	18891974,18892405,	18892014,18893017,	FBgn0036825	RpL26	RpL26
FBtr0075066	chr3L	+	18892203	18893017	18892419	18892869	2	18892203,18892405,	18892239,18893017,	FBgn0036825	RpL26	RpL26
FBtr0075075	chr3L	-	18893694	18894654	18894000	18894572	2	18893694,18894419,	18894351,18894654,	FBgn0036826	CG3893	CG3893
FBtr0075067	chr3L	+	18894693	18896052	18894830	18896009	2	18894693,18894980,	18894902,18896052,	FBgn0036827	CG6843	CG6843
FBtr0075074	chr3L	-	18896156	18898030	18896244	18897894	2	18896156,18897861,	18897789,18898030,	FBgn0027057	CSN1b	CSN1b
FBtr0075068	chr3L	+	18898471	18902001	18898593	18901610	4	18898471,18898758,18900358,18901385,	18898691,18900277,18901312,18902001,	FBgn0036828	CG6841	CG6841
FBtr0299821	chr3L	-	18901359	18907250	18906132	18907170	7	18901359,18902123,18903080,18906126,18906599,18906905,18907055,	18901890,18903007,18903786,18906548,18906842,18907001,18907250,	FBgn0036830	CG14077	CG14077
FBtr0309798	chr3L	-	18901359	18904282	18901643	18904282	4	18901359,18902123,18903080,18904068,	18901890,18902984,18903786,18904282,	FBgn0036829	Ir75d	Ir75d
FBtr0309797	chr3L	-	18906073	18907250	18906132	18907170	4	18906073,18906599,18906905,18907055,	18906548,18906842,18907001,18907250,	FBgn0036830	CG14077	CG14077
FBtr0075069	chr3L	+	18910680	18912359	18910680	18912327	2	18910680,18911200,	18910846,18912359,	FBgn0036831	CG6839	CG6839
FBtr0075071	chr3L	-	18912323	18913419	18912323	18913400	3	18912323,18912771,18913107,	18912722,18913048,18913419,	FBgn0036832	CG18223	CG18223
FBtr0333711	chr3L	-	18912323	18913419	18913103	18913400	3	18912323,18912771,18913103,	18912722,18913048,18913419,	FBgn0036832	CG18223	CG18223
FBtr0333710	chr3L	-	18913529	18915208	18913663	18915192	2	18913529,18915056,	18914799,18915208,	FBgn0036833	CG3819	CG3819
FBtr0075048	chr3L	-	18913622	18915208	18913663	18915192	2	18913622,18915056,	18914799,18915208,	FBgn0036833	CG3819	CG3819
FBtr0330364	chr3L	-	18914249	18914323	18914323	18914323	1	18914249,	18914323,	FBgn0264004	mir-5614	mir-5614
FBtr0330366	chr3L	-	18914249	18914267	18914267	18914267	1	18914249,	18914267,	FBgn0264004	mir-5614	mir-5614
FBtr0330365	chr3L	-	18914304	18914323	18914323	18914323	1	18914304,	18914323,	FBgn0264004	mir-5614	mir-5614
FBtr0113429	chr3L	-	18915518	18939138	18916907	18925965	8	18915518,18917803,18919279,18921249,18923164,18923690,18925857,18938832,	18917492,18917875,18919339,18921357,18923250,18923778,18926152,18939138,	FBgn0052204	CG32204	CG32204
FBtr0304634	chr3L	+	18918189	18919208	18918268	18919186	3	18918189,18918535,18918913,	18918487,18918685,18919208,	FBgn0262351	CG43049	CG43049
FBtr0304635	chr3L	+	18918190	18919208	18918268	18919186	3	18918190,18918553,18918913,	18918487,18918685,18919208,	FBgn0262351	CG43049	CG43049
FBtr0075023	chr3L	+	18943728	18948506	18946862	18948435	6	18943728,18946697,18947353,18947828,18948024,18948307,	18943814,18946986,18947766,18947959,18948215,18948506,	FBgn0036834	CG6836	CG6836
FBtr0075024	chr3L	+	18978060	18978734	18978113	18978581	1	18978060,	18978734,	FBgn0036835	CG14075	CG14075
FBtr0075046	chr3L	-	18979158	18981258	18979158	18981258	1	18979158,	18981258,	FBgn0036836	CG11619	CG11619
FBtr0302318	chr3L	-	18981835	18982915	18981997	18982822	3	18981835,18982566,18982702,	18982317,18982633,18982915,	FBgn0085285	CG34256	CG34256
FBtr0075043	chr3L	-	18983125	18991383	18983926	18991112	2	18983125,18991100,	18985825,18991383,	FBgn0036837	CG18135	CG18135
FBtr0075042	chr3L	-	18983125	18988909	18983926	18988593	2	18983125,18988530,	18985825,18988909,	FBgn0036837	CG18135	CG18135
FBtr0075044	chr3L	-	18983125	18987093	18983926	18987062	2	18983125,18986825,	18985825,18987093,	FBgn0036837	CG18135	CG18135
FBtr0075045	chr3L	-	18983125	18986267	18983926	18986239	1	18983125,	18986267,	FBgn0036837	CG18135	CG18135
FBtr0332651	chr3L	-	18983125	18985916	18983926	18985876	1	18983125,	18985916,	FBgn0036837	CG18135	CG18135
FBtr0075041	chr3L	-	18990974	18993708	18991622	18993620	4	18990974,18991607,18992045,18993398,	18991545,18991951,18993342,18993708,	FBgn0036838	CG3808	CG3808
FBtr0075040	chr3L	-	18994084	18996352	18994181	18996186	3	18994084,18994548,18995166,	18994492,18994810,18996352,	FBgn0036839	CG18136	CG18136
FBtr0075038	chr3L	-	19043856	19045126	19043890	19045126	2	19043856,19044132,	19044063,19045126,	FBgn0015586	Acp76A	Acp76A
FBtr0308781	chr3L	-	19043856	19045126	19043890	19045126	2	19043856,19044132,	19044060,19045126,	FBgn0015586	Acp76A	Acp76A
FBtr0308782	chr3L	-	19046121	19046489	19046265	19046397	1	19046121,	19046489,	FBgn0263326	CG43407	CG43407
FBtr0075037	chr3L	-	19052871	19055916	19053374	19055548	4	19052871,19054486,19054840,19055102,	19054430,19054700,19055035,19055916,	FBgn0036842	CG3797	CG3797
FBtr0075025	chr3L	+	19056264	19059251	19056800	19058709	4	19056264,19057426,19057944,19058549,	19056816,19057695,19058483,19059251,	FBgn0036843	CG6812	CG6812
FBtr0333220	chr3L	-	19059254	19079526	19062011	19078823	5	19059254,19062586,19062781,19063081,19078420,	19062382,19062722,19062989,19063199,19079526,	FBgn0036844	Mkp3	Mkp3
FBtr0330089	chr3L	-	19060831	19079526	19061753	19078823	5	19060831,19062586,19062781,19063081,19078420,	19062382,19062722,19062989,19063199,19079526,	FBgn0036844	Mkp3	Mkp3
FBtr0075036	chr3L	-	19060831	19065496	19062011	19063092	5	19060831,19062586,19062781,19063081,19065456,	19062382,19062722,19062989,19063199,19065496,	FBgn0036844	Mkp3	Mkp3
FBtr0075035	chr3L	-	19061467	19079526	19062011	19078823	5	19061467,19062586,19062781,19063081,19078420,	19062382,19062722,19062989,19063199,19079526,	FBgn0036844	Mkp3	Mkp3
FBtr0075026	chr3L	+	19085769	19087860	19085909	19087664	2	19085769,19086762,	19086420,19087860,	FBgn0036846	MESR6	MESR6
FBtr0330090	chr3L	+	19085769	19087860	19085909	19087664	3	19085769,19086498,19086762,	19086420,19086540,19087860,	FBgn0036846	MESR6	MESR6
FBtr0075034	chr3L	-	19087989	19089317	19088576	19089242	1	19087989,	19089317,	FBgn0036847	CG11577	CG11577
FBtr0075033	chr3L	-	19089498	19090809	19089751	19090732	2	19089498,19090405,	19090327,19090809,	FBgn0036848	CG10424	CG10424
FBtr0075027	chr3L	+	19091098	19092164	19091262	19092130	2	19091098,19091368,	19091310,19092164,	FBgn0036849	CG14079	CG14079
FBtr0330093	chr3L	-	19092222	19093463	19092580	19093369	3	19092222,19093153,19093443,	19093102,19093376,19093463,	FBgn0036850	Gem2	Gem2
FBtr0075032	chr3L	-	19092222	19093455	19092580	19093369	2	19092222,19093153,	19093102,19093455,	FBgn0036850	Gem2	Gem2
FBtr0330091	chr3L	-	19099942	19132075	19100374	19105519	5	19099942,19103192,19105513,19129541,19131977,	19101490,19103492,19105619,19129888,19132075,	FBgn0036851	CG14082	CG14082
FBtr0330092	chr3L	-	19099942	19132075	19100203	19105519	5	19099942,19103192,19105513,19129541,19131977,	19101490,19103492,19105619,19129888,19132075,	FBgn0036851	CG14082	CG14082
FBtr0110771	chr3L	-	19121549	19122765	19121627	19122765	2	19121549,19121813,	19121746,19122765,	FBgn0052203	Spn75F	Spn75F
FBtr0332794	chr3L	+	19222160	19223202	19223202	19223202	1	19222160,	19223202,	FBgn0264485	CR43893	CR43893
FBtr0091624	chr3L	+	19229459	19230157	19229459	19230157	3	19229459,19229593,19229977,	19229534,19229911,19230157,	FBgn0053647	CG33647	CG33647
FBtr0332795	chr3L	-	19232963	19233239	19233239	19233239	2	19232963,19233185,	19233132,19233239,	FBgn0264484	CR43892	CR43892
FBtr0332796	chr3L	-	19232963	19233239	19233239	19233239	2	19232963,19233189,	19233132,19233239,	FBgn0264484	CR43892	CR43892
FBtr0333224	chr3L	-	19247219	19248161	19247397	19248079	2	19247219,19248009,	19247933,19248161,	FBgn0036853	mRpL21	mRpL21
FBtr0075022	chr3L	-	19247343	19248161	19247397	19248079	2	19247343,19248009,	19247933,19248161,	FBgn0036853	mRpL21	mRpL21
FBtr0074988	chr3L	+	19248439	19250211	19248614	19250060	1	19248439,	19250211,	FBgn0040075	rept	rept
FBtr0331852	chr3L	+	19248439	19250146	19248614	19250060	1	19248439,	19250146,	FBgn0040075	rept	rept
FBtr0075019	chr3L	-	19250381	19253779	19251110	19253323	4	19250381,19251637,19253214,19253632,	19251464,19252668,19253330,19253779,	FBgn0026630	nes	nes
FBtr0075021	chr3L	-	19250511	19253779	19251110	19253323	4	19250511,19251637,19253214,19253648,	19251464,19252668,19253330,19253779,	FBgn0026630	nes	nes
FBtr0075020	chr3L	-	19250977	19253779	19251110	19253323	4	19250977,19251637,19253214,19253745,	19251464,19252668,19253330,19253779,	FBgn0026630	nes	nes
FBtr0074990	chr3L	+	19254493	19255355	19254849	19255203	2	19254493,19254812,	19254755,19255355,	FBgn0260857	Bet1	Bet1
FBtr0074989	chr3L	+	19254493	19255254	19254849	19255203	2	19254493,19254812,	19254707,19255254,	FBgn0260857	Bet1	Bet1
FBtr0075018	chr3L	-	19255625	19257284	19255975	19257125	5	19255625,19256183,19256516,19256939,19257080,	19256118,19256307,19256624,19257005,19257284,	FBgn0017578	Max	Max
FBtr0310276	chr3L	-	19255798	19257284	19255975	19257125	5	19255798,19256183,19256516,19256939,19257080,	19256118,19256307,19256624,19257005,19257284,	FBgn0017578	Max	Max
FBtr0074991	chr3L	+	19257503	19259938	19258055	19259847	3	19257503,19257780,19259693,	19257722,19258543,19259938,	FBgn0036856	CG9666	CG9666
FBtr0299975	chr3L	+	19257503	19259938	19257596	19258044	3	19257503,19257780,19259693,	19257722,19258543,19259938,	FBgn0259720	CG42374	CG42374
FBtr0331853	chr3L	+	19259161	19259938	19259273	19259847	2	19259161,19259693,	19259458,19259938,	FBgn0036856	CG9666	CG9666
FBtr0075017	chr3L	-	19259572	19262013	19259936	19261559	2	19259572,19261948,	19261560,19262013,	FBgn0036857	CG9629	CG9629
FBtr0074992	chr3L	+	19262450	19267268	19262539	19267034	7	19262450,19262672,19264311,19264452,19265308,19265784,19266309,	19262614,19262776,19264393,19265214,19265720,19266249,19267268,	FBgn0036859	CG14085	CG14085
FBtr0309116	chr3L	-	19262871	19263742	19262871	19263742	1	19262871,	19263742,	FBgn0036858	CG14088	CG14088
FBtr0074994	chr3L	+	19269692	19273019	19269692	19272924	4	19269692,19272147,19272484,19272797,	19269819,19272214,19272733,19273019,	FBgn0036860	CG14086	CG14086
FBtr0331424	chr3L	+	19269692	19273019	19272635	19272924	5	19269692,19272028,19272147,19272484,19272797,	19269819,19272089,19272214,19272733,19273019,	FBgn0036860	CG14086	CG14086
FBtr0075015	chr3L	-	19273219	19273900	19273225	19273900	1	19273219,	19273900,	FBgn0036861	CG14089	CG14089
FBtr0332155	chr3L	-	19275027	19285624	19276322	19278491	3	19275027,19278323,19284579,	19278200,19278513,19285624,	FBgn0036862	Gbs-76A	Gbs-76A
FBtr0331425	chr3L	-	19275027	19284772	19276322	19278491	3	19275027,19278323,19284579,	19278200,19278513,19284772,	FBgn0036862	Gbs-76A	Gbs-76A
FBtr0075014	chr3L	-	19275027	19281669	19276322	19278491	3	19275027,19278323,19281491,	19278200,19278513,19281669,	FBgn0036862	Gbs-76A	Gbs-76A
FBtr0290284	chr3L	+	19287866	19291930	19290145	19291444	5	19287866,19290145,19290376,19290618,19291377,	19288198,19290312,19290548,19291319,19291930,	FBgn0028380	fal	fal
FBtr0321324	chr3L	+	19287866	19291930	19290145	19291444	8	19287866,19289242,19289450,19289712,19290145,19290376,19290618,19291377,	19288198,19289396,19289659,19289943,19290312,19290548,19291319,19291930,	FBgn0028380	fal	fal
FBtr0075003	chr3L	-	19291722	19330709	19292025	19330530	6	19291722,19292495,19292737,19306255,19311883,19330441,	19292237,19292650,19293297,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0300340	chr3L	-	19291722	19330709	19294066	19330530	7	19291722,19292495,19292737,19293863,19306255,19311883,19330441,	19292237,19292650,19293781,19294630,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0075011	chr3L	-	19293499	19330709	19293605	19330530	6	19293499,19293863,19294070,19306255,19311883,19330441,	19293781,19294018,19294630,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0075010	chr3L	-	19294650	19330709	19294771	19330530	5	19294650,19295035,19306255,19311883,19330441,	19294973,19295595,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0075009	chr3L	-	19295604	19330709	19295739	19330530	6	19295604,19295983,19296209,19306255,19311883,19330441,	19295927,19296138,19296769,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0075008	chr3L	-	19296771	19330709	19296982	19330530	6	19296771,19297239,19297459,19306255,19311883,19330441,	19297173,19297394,19298022,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0075005	chr3L	-	19298354	19330709	19298427	19330530	6	19298354,19298839,19299052,19306255,19311883,19330441,	19298654,19298994,19299612,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0075007	chr3L	-	19299750	19330709	19299818	19330530	6	19299750,19300047,19300423,19306255,19311883,19330441,	19299985,19300202,19300980,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0075004	chr3L	-	19301093	19330709	19301099	19330530	7	19301093,19301340,19301554,19301855,19306255,19311883,19330441,	19301278,19301495,19301799,19302173,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0075013	chr3L	-	19302430	19330709	19302554	19330530	6	19302430,19302840,19303051,19306255,19311883,19330441,	19302784,19302995,19303896,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0333897	chr3L	-	19302430	19330709	19302554	19330530	6	19302430,19302840,19303051,19306255,19311883,19330441,	19302784,19302995,19303893,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0075012	chr3L	-	19303993	19330709	19304071	19330530	5	19303993,19304718,19306255,19311883,19330441,	19304411,19305284,19306314,19312050,19330709,	FBgn0003089	pip	pip
FBtr0330281	chr3L	+	19380679	19383133	19380701	19383133	3	19380679,19380933,19381026,	19380871,19380966,19383133,	FBgn0036868	CG14087	CG14087
FBtr0075000	chr3L	-	19415937	19417283	19417283	19417283	3	19415937,19416478,19416873,	19416423,19416667,19417283,	FBgn0052205	CR32205	CR32205
FBtr0303862	chr3L	+	19416857	19417246	19416857	19417246	2	19416857,19416928,	19416869,19417246,	FBgn0053255	CG33255	CG33255
FBtr0303863	chr3L	+	19417801	19418026	19418026	19418026	1	19417801,	19418026,	FBgn0262027	CR42838	CR42838
FBtr0302887	chr3L	-	19434817	19439544	19435202	19439218	4	19434817,19435038,19439134,19439492,	19434968,19435493,19439410,19439544,	FBgn0053062	CG33062	CG33062
FBtr0302886	chr3L	-	19434817	19439483	19435202	19439218	3	19434817,19435038,19439134,	19434968,19435493,19439483,	FBgn0053062	CG33062	CG33062
FBtr0074998	chr3L	+	19440272	19443338	19440348	19443027	1	19440272,	19443338,	FBgn0023395	Chd3	Chd3
FBtr0074987	chr3L	-	19457148	19457859	19457231	19457790	2	19457148,19457778,	19457708,19457859,	FBgn0036870	CG14095	CG14095
FBtr0074986	chr3L	-	19459666	19460179	19459705	19460129	2	19459666,19460117,	19460062,19460179,	FBgn0036871	CG14096	CG14096
FBtr0333843	chr3L	+	19460445	19461260	19460499	19460909	2	19460445,19460570,	19460511,19461260,	FBgn0052214	CG32214	CG32214
FBtr0273411	chr3L	+	19460445	19460969	19460499	19460909	2	19460445,19460570,	19460511,19460969,	FBgn0052214	CG32214	CG32214
FBtr0273406	chr3L	-	19464755	19465328	19464828	19465277	2	19464755,19465265,	19465206,19465328,	FBgn0052208	825-Oak	825-Oak
FBtr0333844	chr3L	+	19465590	19466245	19465642	19466093	2	19465590,19465709,	19465654,19466245,	FBgn0036872	CG12519	CG12519
FBtr0074930	chr3L	+	19465590	19466152	19465642	19466093	2	19465590,19465709,	19465654,19466152,	FBgn0036872	CG12519	CG12519
FBtr0074984	chr3L	-	19468116	19468678	19468143	19468624	2	19468116,19468612,	19468557,19468678,	FBgn0036873	CG18294	CG18294
FBtr0333849	chr3L	-	19468729	19471820	19471820	19471820	2	19468729,19471399,	19468805,19471820,	FBgn0052207	CR32207	CR32207
FBtr0273409	chr3L	+	19468959	19469523	19468989	19469438	2	19468959,19469060,	19469001,19469523,	FBgn0052213	CG32213	CG32213
FBtr0303927	chr3L	-	19470428	19471820	19471820	19471820	3	19470428,19471006,19471399,	19470951,19471195,19471820,	FBgn0052207	CR32207	CR32207
FBtr0303926	chr3L	+	19471383	19471770	19471770	19471770	2	19471383,19471452,	19471395,19471770,	FBgn0262031	CR42842	CR42842
FBtr0074982	chr3L	-	19476925	19479598	19477382	19479569	1	19476925,	19479598,	FBgn0036874	brv1	brv1
FBtr0091951	chr3L	-	19479845	19481539	19481539	19481539	4	19479845,19480261,19480774,19481069,	19480206,19480349,19480867,19481539,	FBgn0062928	pncr009:3L	pncr009:3L
FBtr0074932	chr3L	+	19480869	19481448	19481053	19481448	2	19480869,19481124,	19481065,19481448,	FBgn0052212	CG32212	CG32212
FBtr0333847	chr3L	-	19485152	19490823	19485515	19489812	5	19485152,19486599,19487437,19487919,19489650,	19486226,19486758,19487521,19488018,19490823,	FBgn0036875	CG9449	CG9449
FBtr0333846	chr3L	-	19485369	19490390	19485515	19489812	5	19485369,19486599,19487437,19487919,19489650,	19486226,19486758,19487521,19488018,19490390,	FBgn0036875	CG9449	CG9449
FBtr0290044	chr3L	-	19485369	19490142	19485515	19489812	5	19485369,19486599,19487437,19487919,19489650,	19486226,19486758,19487521,19488018,19490142,	FBgn0036875	CG9449	CG9449
FBtr0273417	chr3L	-	19485369	19489079	19485515	19486719	5	19485369,19486599,19487437,19487919,19488888,	19486226,19486758,19487521,19488018,19489079,	FBgn0036875	CG9449	CG9449
FBtr0333848	chr3L	-	19485369	19488281	19485515	19486719	5	19485369,19486599,19487437,19487919,19488107,	19486226,19486758,19487521,19488018,19488281,	FBgn0036875	CG9449	CG9449
FBtr0290043	chr3L	-	19486438	19490142	19486569	19489812	4	19486438,19487437,19487919,19489650,	19486758,19487521,19488018,19490142,	FBgn0036875	CG9449	CG9449
FBtr0333845	chr3L	-	19491296	19493898	19491577	19493820	5	19491296,19492355,19492574,19492722,19493637,	19492285,19492514,19492658,19492821,19493898,	FBgn0036876	CG9451	CG9451
FBtr0074979	chr3L	-	19491501	19493898	19491577	19493820	5	19491501,19492355,19492574,19492722,19493637,	19492285,19492514,19492658,19492821,19493898,	FBgn0036876	CG9451	CG9451
FBtr0074978	chr3L	-	19494109	19496970	19494244	19496722	5	19494109,19494845,19495425,19495641,19496422,	19494442,19495373,19495584,19495725,19496970,	FBgn0036877	CG9452	CG9452
FBtr0074977	chr3L	-	19510651	19511432	19510760	19511375	1	19510651,	19511432,	FBgn0036878	Cpr76Ba	Cpr76Ba
FBtr0074933	chr3L	+	19512748	19513519	19512794	19513391	1	19512748,	19513519,	FBgn0036879	Cpr76Bb	Cpr76Bb
FBtr0332754	chr3L	+	19514044	19520372	19514479	19520244	3	19514044,19516336,19519122,	19514491,19516477,19520372,	FBgn0036880	Cpr76Bc	Cpr76Bc
